,CustomerID,MonetaryValue,Frequncy,LastInvoiceDate,Recency,Cluster,ClusterLabel,MonetaryValue Per 100 Pounds 
2494,15739.0,449.12,1,2011-10-04 13:42:00,65,1,Minimal Effort Group,4.4912
2495,15740.0,154.88,1,2011-10-21 14:29:00,48,1,Minimal Effort Group,1.5488
2496,15743.0,784.46,4,2011-08-18 12:43:00,112,3,Upsell Potential,7.844600000000001
2497,15744.0,34.8,1,2011-09-23 09:52:00,77,1,Minimal Effort Group,0.348
2498,15745.0,1094.59,4,2011-09-27 10:24:00,73,3,Upsell Potential,10.9459
2499,15746.0,196.88,1,2011-07-28 15:21:00,133,1,Minimal Effort Group,1.9687999999999999
2500,15747.0,974.04,3,2011-08-11 14:04:00,119,3,Upsell Potential,9.7404
2501,15748.0,149.31,1,2011-10-30 12:51:00,39,1,Minimal Effort Group,1.4931
2505,15753.0,79.2,1,2011-02-08 12:41:00,303,0,Win-Back Campaign,0.792
2506,15754.0,458.57,3,2011-09-27 10:12:00,73,3,Upsell Potential,4.5857
2508,15756.0,532.96,4,2011-07-10 11:19:00,152,3,Upsell Potential,5.3296
2509,15757.0,714.42,2,2011-05-06 11:40:00,217,0,Win-Back Campaign,7.1442
2510,15758.0,205.25,1,2011-11-15 10:48:00,24,1,Minimal Effort Group,2.0525
2511,15759.0,253.04,3,2011-05-05 15:13:00,217,0,Win-Back Campaign,2.5303999999999998
2512,15762.0,583.75,2,2011-09-23 15:17:00,76,1,Minimal Effort Group,5.8375
2513,15763.0,1086.92,2,2011-09-23 12:10:00,77,3,Upsell Potential,10.869200000000001
2515,15766.0,315.06,1,2011-10-06 17:03:00,63,1,Minimal Effort Group,3.1506
2516,15768.0,621.8299999999999,3,2011-08-16 10:48:00,115,3,Upsell Potential,6.218299999999999
2518,15773.0,635.6800000000001,1,2011-12-04 12:48:00,4,1,Minimal Effort Group,6.356800000000001
2519,15774.0,270.8,1,2011-10-02 12:04:00,68,1,Minimal Effort Group,2.708
2520,15775.0,104.9,1,2011-04-08 12:56:00,244,0,Win-Back Campaign,1.0490000000000002
2521,15776.0,241.62,1,2011-07-29 13:46:00,132,1,Minimal Effort Group,2.4162
2522,15777.0,1047.11,4,2011-04-12 16:43:00,240,3,Upsell Potential,10.4711
2523,15780.0,475.28000000000003,3,2011-06-09 12:01:00,183,3,Upsell Potential,4.752800000000001
2524,15781.0,345.46,3,2011-07-25 12:25:00,136,3,Upsell Potential,3.4545999999999997
2526,15783.0,246.3,1,2011-11-29 09:50:00,10,1,Minimal Effort Group,2.463
2529,15787.0,948.05,3,2011-11-13 14:55:00,25,3,Upsell Potential,9.4805
2530,15789.0,351.3,1,2010-12-16 14:35:00,357,0,Win-Back Campaign,3.513
2531,15790.0,220.85,1,2011-11-29 14:53:00,9,1,Minimal Effort Group,2.2085
2532,15791.0,1612.69,2,2011-05-19 15:15:00,203,3,Upsell Potential,16.1269
2533,15793.0,965.61,3,2011-03-16 10:45:00,268,3,Upsell Potential,9.6561
2534,15795.0,610.01,1,2011-07-13 10:43:00,149,1,Minimal Effort Group,6.1001
2536,15797.0,2192.4,3,2011-08-18 17:04:00,112,2,Loyal VIPs,21.924
2537,15799.0,884.14,3,2011-09-25 12:46:00,74,3,Upsell Potential,8.8414
2538,15800.0,699.08,2,2011-08-24 14:23:00,106,3,Upsell Potential,6.9908
2539,15801.0,1063.95,3,2011-08-22 09:53:00,109,3,Upsell Potential,10.6395
2540,15803.0,415.82000000000005,1,2011-10-19 14:56:00,50,1,Minimal Effort Group,4.158200000000001
2543,15806.0,784.58,3,2011-07-05 12:15:00,157,3,Upsell Potential,7.8458000000000006
2544,15807.0,903.9,3,2011-09-23 14:43:00,76,3,Upsell Potential,9.039
2546,15809.0,515.77,5,2011-06-08 15:31:00,183,3,Upsell Potential,5.1577
2547,15810.0,1391.98,4,2011-09-22 09:38:00,78,2,Loyal VIPs,13.9198
2548,15811.0,2218.62,6,2011-08-26 09:37:00,105,2,Loyal VIPs,22.1862
2549,15812.0,1801.14,5,2011-08-24 14:19:00,106,2,Loyal VIPs,18.011400000000002
2550,15813.0,1303.9099999999999,2,2011-05-16 08:13:00,207,3,Upsell Potential,13.039099999999998
2551,15814.0,1945.33,4,2011-11-03 14:42:00,35,2,Loyal VIPs,19.4533
2552,15815.0,2100.6,5,2011-07-22 12:20:00,139,2,Loyal VIPs,21.006
2553,15819.0,1905.45,4,2011-07-31 15:22:00,130,2,Loyal VIPs,19.0545
2554,15820.0,206.98,1,2011-01-24 12:00:00,319,0,Win-Back Campaign,2.0698
2555,15821.0,570.96,2,2011-10-09 13:28:00,60,1,Minimal Effort Group,5.7096
2556,15822.0,885.47,2,2011-12-06 14:50:00,2,1,Minimal Effort Group,8.854700000000001
2557,15825.0,532.94,1,2011-06-20 13:27:00,171,0,Win-Back Campaign,5.329400000000001
2558,15826.0,1654.31,3,2011-05-13 10:44:00,210,2,Loyal VIPs,16.5431
2560,15829.0,636.14,2,2011-09-01 16:45:00,98,1,Minimal Effort Group,6.3614
2561,15830.0,576.0,1,2011-11-02 10:40:00,37,1,Minimal Effort Group,5.76
2562,15831.0,801.76,3,2011-08-07 13:54:00,123,3,Upsell Potential,8.0176
2563,15832.0,836.79,1,2011-03-30 15:29:00,253,0,Win-Back Campaign,8.367899999999999
2564,15834.0,2231.25,4,2011-09-30 14:41:00,69,2,Loyal VIPs,22.3125
2565,15835.0,954.09,4,2011-07-25 12:50:00,136,3,Upsell Potential,9.5409
2566,15836.0,137.37,1,2011-10-20 17:13:00,49,1,Minimal Effort Group,1.3737000000000001
2567,15837.0,391.98,1,2011-10-06 09:01:00,64,1,Minimal Effort Group,3.9198000000000004
2569,15839.0,1048.49,3,2011-09-20 12:12:00,80,3,Upsell Potential,10.4849
2570,15840.0,355.56,2,2011-06-20 11:42:00,172,0,Win-Back Campaign,3.5556
2571,15841.0,1224.06,4,2011-09-28 12:15:00,72,2,Loyal VIPs,12.240599999999999
2572,15843.0,118.95000000000002,1,2011-02-09 10:19:00,303,0,Win-Back Campaign,1.1895000000000002
2573,15844.0,130.73999999999998,1,2011-10-24 15:19:00,45,1,Minimal Effort Group,1.3074
2575,15847.0,389.27,2,2011-02-24 16:46:00,287,0,Win-Back Campaign,3.8926999999999996
2576,15850.0,238.85,2,2011-06-24 14:16:00,167,1,Minimal Effort Group,2.3885
2577,15852.0,160.71,2,2011-06-06 11:22:00,186,0,Win-Back Campaign,1.6071
2578,15853.0,110.8,1,2011-10-19 10:38:00,51,1,Minimal Effort Group,1.1079999999999999
2580,15855.0,712.24,5,2011-07-26 10:20:00,136,3,Upsell Potential,7.1224
2582,15857.0,297.0,1,2011-11-21 12:18:00,17,1,Minimal Effort Group,2.97
2583,15858.0,1438.85,5,2011-09-23 09:39:00,77,2,Loyal VIPs,14.388499999999999
2586,15862.0,832.88,4,2011-08-19 16:34:00,111,3,Upsell Potential,8.3288
2587,15863.0,68.84,2,2011-05-31 11:36:00,192,0,Win-Back Campaign,0.6884
2588,15864.0,1936.3200000000002,6,2011-09-02 10:31:00,98,2,Loyal VIPs,19.363200000000003
2589,15865.0,895.13,3,2011-09-12 09:38:00,88,3,Upsell Potential,8.9513
2590,15866.0,230.53,1,2011-08-30 14:09:00,100,1,Minimal Effort Group,2.3053
2592,15869.0,149.64,2,2011-03-07 17:23:00,276,0,Win-Back Campaign,1.4964
2593,15870.0,354.09000000000003,1,2011-11-07 10:58:00,32,1,Minimal Effort Group,3.5409
2594,15872.0,360.93,2,2011-11-25 11:55:00,14,1,Minimal Effort Group,3.6093
2596,15877.0,493.28,2,2011-12-08 11:53:00,1,1,Minimal Effort Group,4.932799999999999
2597,15880.0,343.28000000000003,1,2010-12-05 13:00:00,368,0,Win-Back Campaign,3.4328000000000003
2598,15881.0,501.39000000000004,5,2010-12-13 10:36:00,361,0,Win-Back Campaign,5.0139000000000005
2599,15882.0,514.08,4,2011-05-25 11:35:00,198,3,Upsell Potential,5.1408000000000005
2600,15883.0,396.48,2,2011-12-07 17:05:00,1,1,Minimal Effort Group,3.9648000000000003
2601,15885.0,349.35,1,2011-09-07 14:56:00,92,1,Minimal Effort Group,3.4935
2602,15886.0,181.09,1,2011-10-10 14:25:00,59,1,Minimal Effort Group,1.8109
2603,15888.0,162.64,1,2011-09-20 12:30:00,79,1,Minimal Effort Group,1.6263999999999998
2604,15889.0,427.57,2,2011-07-06 11:10:00,156,1,Minimal Effort Group,4.2757
2605,15891.0,521.97,1,2011-04-27 12:35:00,225,0,Win-Back Campaign,5.2197000000000005
2606,15894.0,262.9,2,2011-03-31 13:50:00,252,0,Win-Back Campaign,2.6289999999999996
2607,15895.0,179.17,1,2011-07-13 10:27:00,149,1,Minimal Effort Group,1.7916999999999998
2608,15897.0,222.05,2,2011-05-29 13:50:00,193,0,Win-Back Campaign,2.2205
2609,15898.0,1388.88,5,2011-04-27 10:03:00,226,2,Loyal VIPs,13.888800000000002
2610,15899.0,56.25,1,2010-12-06 10:36:00,368,0,Win-Back Campaign,0.5625
2611,15900.0,351.11,1,2011-11-16 12:19:00,22,1,Minimal Effort Group,3.5111000000000003
2612,15901.0,361.9,3,2011-09-23 12:38:00,76,3,Upsell Potential,3.6189999999999998
2614,15904.0,164.68,1,2011-12-01 14:50:00,7,1,Minimal Effort Group,1.6468
2615,15906.0,1567.69,7,2011-07-18 11:37:00,144,2,Loyal VIPs,15.6769
2616,15907.0,966.6,3,2011-06-16 12:45:00,175,3,Upsell Potential,9.666
2617,15909.0,191.94,1,2011-06-19 10:38:00,173,0,Win-Back Campaign,1.9194
2619,15912.0,264.62,2,2011-06-14 14:29:00,177,0,Win-Back Campaign,2.6462
2621,15917.0,123.1,1,2011-04-06 10:40:00,247,0,Win-Back Campaign,1.2309999999999999
2622,15918.0,334.23,2,2011-06-02 11:42:00,190,0,Win-Back Campaign,3.3423000000000003
2623,15919.0,639.89,2,2010-12-06 11:26:00,368,0,Win-Back Campaign,6.3989
2624,15920.0,163.55,3,2011-07-08 15:25:00,153,3,Upsell Potential,1.6355000000000002
2625,15921.0,336.03000000000003,1,2011-06-20 11:03:00,172,0,Win-Back Campaign,3.3603000000000005
2626,15922.0,369.5,1,2010-12-01 13:51:00,372,0,Win-Back Campaign,3.695
2627,15923.0,127.08,1,2010-12-02 12:16:00,372,0,Win-Back Campaign,1.2708
2628,15925.0,207.15,1,2011-05-29 15:35:00,193,0,Win-Back Campaign,2.0715
2629,15930.0,426.63,1,2011-10-03 14:52:00,66,1,Minimal Effort Group,4.2663
2631,15933.0,1107.46,3,2011-09-29 16:42:00,70,3,Upsell Potential,11.0746
2632,15935.0,108.03999999999999,1,2011-04-14 13:27:00,238,0,Win-Back Campaign,1.0804
2633,15937.0,145.35,1,2011-10-06 15:48:00,63,1,Minimal Effort Group,1.4535
2634,15938.0,404.58,5,2011-08-19 12:56:00,111,3,Upsell Potential,4.0458
2636,15940.0,35.8,1,2011-02-01 16:18:00,310,0,Win-Back Campaign,0.358
2637,15942.0,337.44,1,2011-07-29 09:01:00,133,1,Minimal Effort Group,3.3744
2638,15944.0,325.1,1,2011-03-08 10:33:00,276,0,Win-Back Campaign,3.2510000000000003
2639,15945.0,181.0,1,2010-12-09 13:14:00,364,0,Win-Back Campaign,1.81
2640,15947.0,1708.24,1,2011-09-18 10:46:00,82,3,Upsell Potential,17.0824
2641,15948.0,955.24,2,2011-12-01 15:32:00,7,3,Upsell Potential,9.5524
2642,15949.0,364.72,2,2011-09-29 17:34:00,70,1,Minimal Effort Group,3.6472
2643,15950.0,1765.51,4,2011-09-22 11:17:00,78,2,Loyal VIPs,17.6551
2644,15951.0,708.22,2,2011-02-27 11:57:00,285,0,Win-Back Campaign,7.0822
2645,15952.0,806.57,4,2011-07-03 13:33:00,158,3,Upsell Potential,8.0657
2648,15957.0,428.89,1,2011-11-08 12:14:00,31,1,Minimal Effort Group,4.2889
2649,15958.0,104.35,1,2011-09-26 13:41:00,73,1,Minimal Effort Group,1.0434999999999999
2650,15963.0,470.76,2,2011-11-20 11:33:00,19,1,Minimal Effort Group,4.7076
2651,15965.0,845.64,4,2010-12-07 13:18:00,366,0,Win-Back Campaign,8.4564
2652,15967.0,418.83,2,2011-11-16 15:41:00,22,1,Minimal Effort Group,4.1883
2653,15969.0,666.1,3,2011-06-07 12:19:00,184,3,Upsell Potential,6.6610000000000005
2654,15970.0,314.1,1,2011-02-09 12:08:00,303,0,Win-Back Campaign,3.141
2656,15973.0,307.82000000000005,1,2010-12-08 11:42:00,366,0,Win-Back Campaign,3.0782000000000007
2658,15975.0,371.01,1,2011-09-16 13:33:00,83,1,Minimal Effort Group,3.7100999999999997
2659,15976.0,430.94,2,2011-06-27 13:00:00,164,1,Minimal Effort Group,4.3094
2660,15977.0,1054.73,2,2011-11-22 13:29:00,16,3,Upsell Potential,10.5473
2661,15978.0,1098.78,1,2011-09-23 15:21:00,76,3,Upsell Potential,10.9878
2664,15983.0,1475.02,4,2010-12-09 10:45:00,365,2,Loyal VIPs,14.7502
2666,15985.0,1142.42,2,2011-08-08 16:31:00,122,3,Upsell Potential,11.4242
2667,15986.0,168.12,1,2011-11-09 15:17:00,29,1,Minimal Effort Group,1.6812
2668,15987.0,1451.28,7,2011-08-11 09:45:00,120,2,Loyal VIPs,14.5128
2669,15988.0,158.03,1,2011-11-20 13:23:00,18,1,Minimal Effort Group,1.5803
2670,15990.0,792.11,2,2011-02-25 15:35:00,286,0,Win-Back Campaign,7.9211
2671,15992.0,41.989999999999995,1,2011-12-06 11:00:00,3,1,Minimal Effort Group,0.41989999999999994
2673,15994.0,427.07,1,2011-10-16 12:28:00,53,1,Minimal Effort Group,4.2707
2674,15996.0,1060.68,6,2011-09-12 15:14:00,87,2,Loyal VIPs,10.6068
2678,16005.0,615.39,4,2011-06-10 12:01:00,182,3,Upsell Potential,6.1539
2679,16006.0,101.4,1,2011-05-12 13:12:00,210,0,Win-Back Campaign,1.014
2680,16007.0,1701.94,4,2011-06-12 12:01:00,180,2,Loyal VIPs,17.0194
2681,16008.0,478.78,3,2011-09-25 14:38:00,74,3,Upsell Potential,4.7878
2682,16009.0,992.71,4,2011-07-03 11:26:00,159,3,Upsell Potential,9.927100000000001
2683,16010.0,407.5,3,2011-04-08 10:14:00,245,0,Win-Back Campaign,4.075
2685,16012.0,1415.29,3,2011-08-03 11:44:00,128,3,Upsell Potential,14.152899999999999
2687,16014.0,662.38,3,2011-07-10 16:29:00,151,3,Upsell Potential,6.6238
2688,16015.0,705.1,3,2011-12-06 10:58:00,3,3,Upsell Potential,7.051
2690,16017.0,211.88,1,2011-10-23 12:56:00,46,1,Minimal Effort Group,2.1188
2691,16018.0,408.90000000000003,2,2011-06-12 13:52:00,179,0,Win-Back Campaign,4.089
2693,16020.0,851.01,3,2011-11-23 11:18:00,16,3,Upsell Potential,8.5101
2694,16022.0,628.28,1,2011-03-24 13:16:00,259,0,Win-Back Campaign,6.2828
2695,16023.0,719.81,3,2011-05-31 14:19:00,191,3,Upsell Potential,7.198099999999999
2696,16024.0,245.96,1,2011-11-27 13:26:00,11,1,Minimal Effort Group,2.4596
2697,16025.0,439.65999999999997,1,2011-11-10 11:45:00,29,1,Minimal Effort Group,4.396599999999999
2698,16026.0,236.09,1,2011-10-27 13:53:00,42,1,Minimal Effort Group,2.3609
2699,16027.0,934.62,6,2011-09-09 10:47:00,91,2,Loyal VIPs,9.3462
2701,16030.0,331.24,1,2011-02-03 11:28:00,309,0,Win-Back Campaign,3.3124000000000002
2702,16031.0,548.94,2,2011-09-08 13:07:00,91,1,Minimal Effort Group,5.489400000000001
2704,16034.0,437.7,3,2011-05-27 16:17:00,195,3,Upsell Potential,4.377
2705,16036.0,758.92,2,2011-09-13 14:53:00,86,3,Upsell Potential,7.5892
2706,16037.0,855.02,3,2011-03-15 09:13:00,269,0,Win-Back Campaign,8.5502
2707,16038.0,471.78000000000003,3,2011-06-15 13:50:00,176,3,Upsell Potential,4.7178
2708,16040.0,1313.55,3,2011-07-14 16:12:00,147,3,Upsell Potential,13.1355
2710,16042.0,1197.27,5,2011-08-24 12:04:00,107,2,Loyal VIPs,11.9727
2711,16043.0,773.99,4,2011-05-12 13:43:00,210,3,Upsell Potential,7.7399000000000004
2712,16045.0,1340.7,4,2011-08-12 12:41:00,118,2,Loyal VIPs,13.407
2713,16048.0,256.44,2,2010-12-01 15:28:00,372,0,Win-Back Campaign,2.5644
2714,16049.0,1111.79,3,2011-09-25 14:33:00,74,3,Upsell Potential,11.117899999999999
2715,16050.0,137.9,1,2011-06-19 11:44:00,173,0,Win-Back Campaign,1.379
2716,16052.0,362.06,1,2011-10-16 15:13:00,53,1,Minimal Effort Group,3.6206
2717,16053.0,1511.95,2,2011-08-09 14:57:00,121,3,Upsell Potential,15.1195
2718,16054.0,783.9,1,2011-07-17 13:08:00,144,1,Minimal Effort Group,7.8389999999999995
2719,16055.0,134.8,1,2011-05-03 09:26:00,220,0,Win-Back Campaign,1.348
2720,16056.0,664.85,1,2011-10-25 15:19:00,44,1,Minimal Effort Group,6.6485
2721,16057.0,2263.12,7,2011-09-04 15:21:00,95,2,Loyal VIPs,22.6312
2722,16059.0,1459.8600000000001,6,2011-09-29 11:35:00,71,2,Loyal VIPs,14.598600000000001
2723,16062.0,1153.62,4,2011-07-29 12:50:00,132,3,Upsell Potential,11.5362
2724,16063.0,335.32,1,2011-03-24 14:56:00,259,0,Win-Back Campaign,3.3531999999999997
2725,16065.0,372.09,1,2010-12-09 13:03:00,364,0,Win-Back Campaign,3.7209
2726,16066.0,1521.87,5,2011-08-07 14:33:00,123,2,Loyal VIPs,15.218699999999998
2727,16070.0,852.15,2,2011-11-07 16:36:00,31,3,Upsell Potential,8.5215
2728,16071.0,326.24,1,2011-10-26 11:14:00,44,1,Minimal Effort Group,3.2624
2729,16072.0,584.3199999999999,1,2011-02-24 14:32:00,287,0,Win-Back Campaign,5.8431999999999995
2730,16073.0,122.39999999999999,1,2011-02-15 15:41:00,296,0,Win-Back Campaign,1.224
2732,16078.0,79.2,1,2011-03-01 09:47:00,283,0,Win-Back Campaign,0.792
2733,16079.0,1352.0,3,2011-11-23 12:48:00,15,3,Upsell Potential,13.52
2734,16080.0,217.16,2,2011-09-19 10:42:00,81,1,Minimal Effort Group,2.1715999999999998
2736,16083.0,1317.62,2,2011-08-31 10:47:00,100,3,Upsell Potential,13.1762
2737,16084.0,436.18,1,2011-02-13 16:05:00,298,0,Win-Back Campaign,4.3618
2738,16085.0,981.51,5,2011-09-21 15:39:00,78,2,Loyal VIPs,9.8151
2739,16086.0,1121.39,5,2011-09-02 13:22:00,97,2,Loyal VIPs,11.2139
2740,16091.0,315.06,2,2011-07-08 08:45:00,154,1,Minimal Effort Group,3.1506
2741,16092.0,817.86,3,2011-08-17 10:46:00,114,3,Upsell Potential,8.1786
2742,16093.0,17.0,1,2011-08-25 11:09:00,106,1,Minimal Effort Group,0.17
2743,16094.0,1078.23,4,2011-05-04 13:57:00,218,3,Upsell Potential,10.7823
2744,16096.0,320.62,1,2011-03-20 13:38:00,263,0,Win-Back Campaign,3.2062
2745,16097.0,185.04999999999998,1,2011-04-13 13:47:00,239,0,Win-Back Campaign,1.8504999999999998
2746,16098.0,2005.63,7,2011-09-13 09:59:00,87,2,Loyal VIPs,20.0563
2747,16099.0,731.9,3,2011-07-25 10:28:00,137,3,Upsell Potential,7.319
2748,16101.0,1290.7,1,2011-09-30 10:18:00,70,3,Upsell Potential,12.907
2749,16102.0,1842.14,3,2011-09-02 11:54:00,98,2,Loyal VIPs,18.421400000000002
2750,16103.0,1429.64,6,2011-09-21 11:55:00,79,2,Loyal VIPs,14.2964
2751,16104.0,302.36,1,2011-10-09 10:23:00,61,1,Minimal Effort Group,3.0236
2752,16105.0,336.96,1,2011-04-05 10:13:00,248,0,Win-Back Campaign,3.3695999999999997
2753,16106.0,108.38,1,2011-10-05 10:37:00,65,1,Minimal Effort Group,1.0837999999999999
2755,16108.0,842.5,1,2011-09-16 11:48:00,84,1,Minimal Effort Group,8.425
2756,16109.0,611.88,2,2011-05-05 09:17:00,218,0,Win-Back Campaign,6.1188
2757,16110.0,1337.48,3,2011-03-22 13:54:00,261,3,Upsell Potential,13.3748
2758,16112.0,195.73999999999998,4,2011-07-07 15:47:00,154,3,Upsell Potential,1.9573999999999998
2759,16113.0,161.38,1,2011-06-09 16:16:00,182,0,Win-Back Campaign,1.6138
2760,16114.0,135.75000000000003,1,2011-06-22 10:13:00,170,1,Minimal Effort Group,1.3575000000000004
2762,16116.0,612.78,1,2011-05-12 12:01:00,211,0,Win-Back Campaign,6.1278
2763,16117.0,232.21,1,2011-06-03 11:42:00,189,0,Win-Back Campaign,2.3221000000000003
2764,16119.0,423.36,2,2011-09-28 10:15:00,72,1,Minimal Effort Group,4.2336
2765,16120.0,1309.14,4,2011-10-11 14:22:00,58,2,Loyal VIPs,13.0914
2766,16121.0,867.11,2,2011-05-08 11:52:00,215,3,Upsell Potential,8.671100000000001
2767,16122.0,684.4200000000001,4,2011-09-27 15:34:00,72,3,Upsell Potential,6.844200000000001
2768,16123.0,307.78,1,2011-10-19 09:18:00,51,1,Minimal Effort Group,3.0778
2769,16124.0,249.0,1,2011-01-26 14:45:00,316,0,Win-Back Campaign,2.49
2770,16125.0,289.35,1,2010-12-07 15:48:00,366,0,Win-Back Campaign,2.8935000000000004
2772,16127.0,656.25,1,2011-10-31 13:58:00,38,1,Minimal Effort Group,6.5625
2773,16128.0,1880.22,5,2011-09-23 14:17:00,76,2,Loyal VIPs,18.8022
2776,16134.0,618.09,2,2010-12-15 14:00:00,358,0,Win-Back Campaign,6.1809
2777,16135.0,517.55,1,2011-03-22 12:30:00,261,0,Win-Back Campaign,5.1754999999999995
2778,16136.0,709.38,3,2011-09-23 09:00:00,77,3,Upsell Potential,7.0938
2779,16139.0,635.41,3,2011-08-19 14:49:00,111,3,Upsell Potential,6.3541
2780,16140.0,725.18,2,2010-12-03 14:40:00,370,0,Win-Back Campaign,7.251799999999999
2781,16141.0,620.4,1,2011-09-12 13:11:00,87,1,Minimal Effort Group,6.204
2782,16142.0,535.34,1,2011-04-04 10:16:00,249,0,Win-Back Campaign,5.353400000000001
2784,16144.0,175.2,1,2011-04-07 10:09:00,246,0,Win-Back Campaign,1.7519999999999998
2786,16146.0,734.13,3,2011-07-05 14:20:00,156,3,Upsell Potential,7.3413
2787,16147.0,375.0,1,2011-07-29 09:57:00,133,1,Minimal Effort Group,3.75
2788,16148.0,76.32000000000001,1,2011-02-16 14:01:00,295,0,Win-Back Campaign,0.7632000000000001
2789,16149.0,280.52,2,2011-07-20 14:54:00,141,1,Minimal Effort Group,2.8051999999999997
2790,16150.0,2053.02,5,2011-09-12 09:43:00,88,2,Loyal VIPs,20.5302
2791,16152.0,1829.04,1,2011-03-16 09:47:00,268,3,Upsell Potential,18.290399999999998
2792,16153.0,1824.23,5,2011-08-16 09:34:00,115,2,Loyal VIPs,18.2423
2794,16157.0,656.69,3,2011-09-28 11:48:00,72,3,Upsell Potential,6.5669
2795,16159.0,348.2,1,2011-03-03 12:27:00,280,0,Win-Back Campaign,3.4819999999999998
2796,16160.0,1025.44,2,2011-09-15 10:53:00,85,3,Upsell Potential,10.2544
2798,16162.0,37.4,1,2011-04-01 15:03:00,251,0,Win-Back Campaign,0.374
2799,16163.0,856.6,2,2011-04-21 15:15:00,231,0,Win-Back Campaign,8.566
2800,16164.0,822.48,3,2011-11-22 15:04:00,16,3,Upsell Potential,8.2248
2802,16169.0,1822.97,4,2011-09-25 11:33:00,75,2,Loyal VIPs,18.2297
2803,16170.0,1885.05,6,2011-08-19 10:06:00,112,2,Loyal VIPs,18.8505
2804,16171.0,73.2,1,2011-10-11 14:51:00,58,1,Minimal Effort Group,0.732
2805,16172.0,1140.21,5,2011-09-05 13:22:00,94,2,Loyal VIPs,11.4021
2806,16173.0,1418.32,6,2011-09-09 09:03:00,91,2,Loyal VIPs,14.1832
2807,16174.0,1009.5500000000001,3,2011-08-05 13:26:00,125,3,Upsell Potential,10.095500000000001
2808,16175.0,1037.59,4,2011-09-06 14:32:00,93,3,Upsell Potential,10.3759
2809,16177.0,331.95,1,2011-10-20 12:57:00,49,1,Minimal Effort Group,3.3194999999999997
2810,16178.0,197.9,1,2011-07-24 16:05:00,137,1,Minimal Effort Group,1.979
2811,16179.0,215.83,1,2011-10-10 09:41:00,60,1,Minimal Effort Group,2.1583
2813,16181.0,305.54,1,2011-09-27 13:38:00,72,1,Minimal Effort Group,3.0554
2815,16183.0,338.71000000000004,1,2011-10-03 14:59:00,66,1,Minimal Effort Group,3.3871
2816,16184.0,1158.79,6,2011-08-26 09:55:00,105,2,Loyal VIPs,11.5879
2817,16185.0,529.41,2,2011-04-21 11:59:00,232,0,Win-Back Campaign,5.294099999999999
2820,16188.0,981.86,4,2011-07-21 16:20:00,140,3,Upsell Potential,9.8186
2821,16189.0,215.48,2,2011-09-15 15:21:00,84,1,Minimal Effort Group,2.1548
2822,16190.0,215.08,1,2011-10-30 15:59:00,39,1,Minimal Effort Group,2.1508000000000003
2824,16193.0,314.45,1,2011-04-17 11:45:00,236,0,Win-Back Campaign,3.1445
2825,16198.0,400.68100000000004,1,2011-09-25 14:58:00,74,1,Minimal Effort Group,4.006810000000001
2826,16200.0,1080.6200000000001,2,2011-06-28 15:47:00,163,3,Upsell Potential,10.8062
2827,16201.0,1863.47,4,2011-08-22 10:47:00,109,2,Loyal VIPs,18.6347
2828,16202.0,365.27,1,2010-12-14 10:43:00,360,0,Win-Back Campaign,3.6527
2829,16203.0,592.9,4,2011-07-15 12:45:00,146,3,Upsell Potential,5.928999999999999
2830,16204.0,405.71,1,2011-11-16 13:40:00,22,1,Minimal Effort Group,4.0571
2831,16205.0,754.78,4,2011-06-13 11:33:00,179,3,Upsell Potential,7.5478
2832,16206.0,537.0600000000001,4,2011-08-07 10:45:00,124,3,Upsell Potential,5.3706000000000005
2833,16207.0,394.38,1,2011-11-14 13:51:00,24,1,Minimal Effort Group,3.9438
2834,16208.0,664.26,2,2011-02-23 13:37:00,288,0,Win-Back Campaign,6.6426
2835,16209.0,2262.62,5,2011-09-12 11:58:00,88,2,Loyal VIPs,22.626199999999997
2837,16211.0,547.02,1,2011-09-12 12:11:00,88,1,Minimal Effort Group,5.4702
2838,16212.0,690.34,2,2011-03-01 12:51:00,282,0,Win-Back Campaign,6.9034
2839,16213.0,159.0,1,2011-09-22 10:03:00,78,1,Minimal Effort Group,1.59
2840,16214.0,1062.75,3,2011-06-22 11:30:00,170,3,Upsell Potential,10.6275
2841,16215.0,242.35,1,2011-09-20 10:18:00,80,1,Minimal Effort Group,2.4234999999999998
2842,16216.0,914.9300000000001,1,2011-03-17 15:34:00,266,0,Win-Back Campaign,9.1493
2843,16217.0,304.25,2,2011-04-18 13:31:00,234,0,Win-Back Campaign,3.0425
2845,16221.0,864.86,3,2011-03-09 10:51:00,275,0,Win-Back Campaign,8.6486
2846,16222.0,846.72,1,2011-01-25 13:38:00,317,0,Win-Back Campaign,8.4672
2847,16224.0,1295.3,4,2011-07-21 19:17:00,140,2,Loyal VIPs,12.953
2848,16225.0,1096.32,5,2011-07-13 12:18:00,148,2,Loyal VIPs,10.963199999999999
2849,16226.0,255.12,3,2011-05-20 14:41:00,202,0,Win-Back Campaign,2.5512
2850,16227.0,314.22,1,2011-04-28 13:33:00,224,0,Win-Back Campaign,3.1422000000000003
2851,16229.0,1010.6,2,2011-09-13 17:16:00,86,3,Upsell Potential,10.106
2852,16230.0,542.03,2,2011-06-03 10:06:00,189,0,Win-Back Campaign,5.4203
2853,16232.0,990.88,4,2011-07-19 13:01:00,142,3,Upsell Potential,9.9088
